Text,Sentiment
I trust in my potential.,Positive
I find beauty in everyday life.,Positive
I am grateful for my journey.,Positive
I celebrate my authenticity.,Positive
I am a positive change-maker.,Positive
I find joy in learning.,Positive
I trust my inner voice.,Positive
I appreciate the journey of life.,Positive
I embrace my passions wholeheartedly.,Positive
I am surrounded by inspiration.,Positive
I find joy in the company of others.,Positive
I appreciate the richness of life.,Positive
"I celebrate my achievements, big and small.",Positive
I trust in the magic of new beginnings.,Positive
I find strength in my beliefs.,Positive
I am committed to living my best life.,Positive
I embrace every experience as a lesson.,Positive
I am thankful for my creativity.,Positive
I find joy in sharing with others.,Positive
I appreciate the beauty of nature.,Positive
I trust in my ability to overcome obstacles.,Positive
I find peace in my heart.,Positive
I celebrate my journey of self-discovery.,Positive
I am grateful for the love in my life.,Positive
I embrace change with enthusiasm.,Positive
I find joy in the little things.,Positive
I appreciate the support of my loved ones.,Positive
I trust in the goodness of people.,Positive
I celebrate my uniqueness.,Positive
I am open to new friendships.,Positive
I find strength in my experiences.,Positive
I am worthy of my dreams and aspirations.,Positive
I appreciate the beauty of human connection.,Positive
I find joy in the act of giving.,Positive
I trust in my ability to create my future.,Positive
I celebrate the journey of life.,Positive
I am grateful for the lessons learned.,Positive
I embrace positivity in every situation.,Positive
I find joy in my daily rituals.,Positive
I appreciate the magic of everyday moments.,Positive
I trust in the timing of my life’s journey.,Positive
I find strength in my passions.,Positive
I celebrate the diversity of life.,Positive
I am dedicated to my personal growth.,Positive
I find joy in the process of creation.,Positive
I appreciate the kindness of others.,Positive
I trust in the journey ahead.,Positive
I celebrate my ability to adapt.,Positive
I find beauty in the world around me.,Positive
I am grateful for every moment.,Positive
I embrace my potential.,Positive
I trust in the love that surrounds me.,Positive
I find joy in sharing my story.,Positive
I appreciate the richness of human experiences.,Positive
I celebrate the power of community.,Positive
I am open to life's adventures.,Positive
I find strength in my values.,Positive
I trust in my ability to succeed.,Positive
I appreciate the beauty of self-expression.,Positive
I am worthy of joy and fulfillment.,Positive
I celebrate the love that I give and receive.,Positive
I find peace in my journey.,Positive
I am grateful for the gift of today.,Positive
I observe the world around me.,Neutral
I appreciate the quiet moments.,Neutral
I notice the changing seasons.,Neutral
I am aware of my surroundings.,Neutral
I acknowledge my feelings.,Neutral
I recognize the beauty in simplicity.,Neutral
I find comfort in routine.,Neutral
I appreciate the effort of others.,Neutral
I observe the patterns in life.,Neutral
I take note of the little things.,Neutral
I reflect on my experiences.,Neutral
I accept things as they are.,Neutral
I observe the dynamics of relationships.,Neutral
I notice the details in my environment.,Neutral
I appreciate the calm before the storm.,Neutral
I acknowledge the passage of time.,Neutral
I recognize the challenges ahead.,Neutral
I find interest in different perspectives.,Neutral
I observe how people interact.,Neutral
I appreciate the diversity of thought.,Neutral
I notice the rhythm of daily life.,Neutral
I recognize my own limitations.,Neutral
I reflect on past decisions.,Neutral
I accept that change is part of life.,Neutral
I observe the ebb and flow of emotions.,Neutral
I appreciate the lessons learned.,Neutral
I notice how time affects everything.,Neutral
I recognize the importance of balance.,Neutral
I reflect on my goals.,Neutral
I acknowledge the ups and downs.,Neutral
I observe the colors of nature.,Neutral
I appreciate the value of patience.,Neutral
I recognize the effort behind success.,Neutral
I notice the beauty in diversity.,Neutral
I reflect on my journey.,Neutral
I accept that not everything is black and white.,Neutral
I observe the world with curiosity.,Neutral
I appreciate the quiet strength in others.,Neutral
I recognize the importance of self-care.,Neutral
I notice the changes in my perspective.,Neutral
I reflect on my values.,Neutral
I accept that life has its uncertainties.,Neutral
I observe the impact of my choices.,Neutral
I appreciate the significance of small victories.,Neutral
I recognize the role of timing.,Neutral
I notice the nuances in communication.,Neutral
I reflect on my priorities.,Neutral
I accept that everyone has their story.,Neutral
I observe the world with an open mind.,Neutral
I appreciate the lessons in adversity.,Neutral
I recognize the need for balance in life.,Neutral
I notice the details in art and design.,Neutral
I reflect on the passage of time.,Neutral
I accept that experiences shape who I am.,Neutral
I observe the interplay of light and shadow.,Neutral
I appreciate the simplicity of a quiet moment.,Neutral
I recognize the power of observation.,Neutral
I notice the shifts in my mood.,Neutral
I reflect on the significance of community.,Neutral
I accept that growth takes time.,Neutral
I observe the beauty in everyday life.,Neutral
I appreciate the wisdom that comes with age.,Neutral
I recognize the effort behind creativity.,Neutral
I notice the impact of my words.,Neutral
I reflect on the concept of time.,Neutral
I accept that not all questions have answers.,Neutral
I observe the connections between people.,Neutral
I appreciate the variety in experiences.,Neutral
I recognize the value of silence.,Neutral
I notice the diversity of opinions.,Neutral
I reflect on my comfort zones.,Neutral
I accept that change can be gradual.,Neutral
I observe the flow of conversation.,Neutral
I appreciate the importance of listening.,Neutral
I recognize the significance of moments.,Neutral
I notice the impact of environment on mood.,Neutral
I reflect on my personal growth.,Neutral
I accept that everyone has their own pace.,Neutral
I observe the interplay of emotions.,Neutral
I appreciate the subtleties in nature.,Neutral
I recognize the importance of reflection.,Neutral
I notice the patterns in my thoughts.,Neutral
I reflect on the value of honesty.,Neutral
I accept that life is a journey.,Neutral
I observe the dynamics of teamwork.,Neutral
I appreciate the lessons in patience.,Neutral
I recognize the beauty in imperfection.,Neutral
I notice the changes in perspective over time.,Neutral
I reflect on the power of choice.,Neutral
I accept that challenges can lead to growth.,Neutral
I observe the importance of self-reflection.,Neutral
I appreciate the strength in vulnerability.,Neutral
I recognize the significance of traditions.,Neutral
I notice the impact of culture on behavior.,Neutral
I reflect on my aspirations.,Neutral
I accept that not every day will be perfect.,Neutral
I observe the beauty in stillness.,Neutral
I appreciate the complexity of human emotions.,Neutral
I recognize the need for rest.,Neutral
I notice the effect of seasons on mood.,Neutral
I reflect on the impact of my actions.,Neutral
I accept that life is unpredictable.,Neutral
I observe the significance of shared experiences.,Neutral
I appreciate the value of persistence.,Neutral
I recognize the importance of boundaries.,Neutral
I notice the influence of surroundings on thoughts.,Neutral
I reflect on my personal values.,Neutral
I accept that everyone has their struggles.,Neutral
I observe the connections in nature.,Neutral
I appreciate the richness of life experiences.,Neutral
I recognize the value of adaptability.,Neutral
I notice the details in everyday conversations.,Neutral
I reflect on the role of intuition.,Neutral
I accept that learning is a lifelong journey.,Neutral
I observe the beauty in contrasts.,Neutral
I appreciate the importance of community.,Neutral
I recognize the role of gratitude.,Neutral
I notice the impact of routine on well-being.,Neutral
I reflect on the significance of compassion.,Neutral
I accept that growth involves discomfort.,Neutral
I observe the importance of mindfulness.,Neutral
I appreciate the moments of clarity.,Neutral
I recognize the complexity of relationships.,Neutral
I notice the influence of emotions on decisions.,Neutral
I reflect on the value of authenticity.,Neutral
I accept that everyone has their own path.,Neutral
I observe the changes in my surroundings.,Neutral
I appreciate the simplicity of a smile.,Neutral
I recognize the importance of self-acceptance.,Neutral
I notice the beauty in everyday interactions.,Neutral
I reflect on the significance of empathy.,Neutral
I accept that challenges can bring clarity.,Neutral
I observe the role of hope in difficult times.,Neutral
I appreciate the value of self-awareness.,Neutral
I recognize the impact of kindness.,Neutral
I notice the variety of human experiences.,Neutral
I reflect on my personal aspirations.,Neutral
I accept that life has its ups and downs.,Neutral
I observe the importance of downtime.,Neutral
I appreciate the beauty in diversity.,Neutral
I recognize the significance of integrity.,Neutral
I notice the details in my daily life.,Neutral
I reflect on the role of perseverance.,Neutral
I accept that healing takes time.,Neutral
I observe the influence of perspective.,Neutral
I appreciate the richness of cultural experiences.,Neutral
I recognize the importance of connection.,Neutral
I notice the effects of gratitude on mood.,Neutral
I reflect on the lessons learned from failure.,Neutral
I accept that change is a natural part of life.,Neutral
I observe the role of laughter in relationships.,Neutral
I appreciate the comfort of familiarity.,Neutral
I recognize the significance of personal space.,Neutral
I notice the impact of seasons on behavior.,Neutral
I reflect on the value of quietude.,Neutral
I accept that every experience has its place.,Neutral
I observe the connections between thoughts and feelings.,Neutral
I appreciate the importance of self-care.,Neutral
I recognize the beauty in everyday moments.,Neutral
I notice the interplay of light and shadow.,Neutral
I reflect on the influence of habit.,Neutral
I accept that not all experiences are profound.,Neutral
I observe the variety in human expression.,Neutral
I appreciate the power of silence.,Neutral
I recognize the significance of accountability.,Neutral
I notice the impact of community on well-being.,Neutral
I reflect on the journey of self-discovery.,Neutral
I accept that not everything can be controlled.,Neutral
I observe the beauty in natural landscapes.,Neutral
I appreciate the lessons in patience.,Neutral
I recognize the need for balance in life.,Neutral
I notice the nuances of body language.,Neutral
I reflect on the importance of perspective.,Neutral
I accept that everyone has their own timeline.,Neutral
I observe the role of tradition in culture.,Neutral
I appreciate the value of curiosity.,Neutral
I recognize the significance of personal growth.,Neutral
I notice the impact of kindness on mood.,Neutral
I reflect on my own biases.,Neutral
I accept that learning involves mistakes.,Neutral
I observe the complexity of human nature.,Neutral
I appreciate the beauty in everyday routines.,Neutral
I recognize the power of intention.,Neutral
I notice the changes in my emotional state.,Neutral
I reflect on the importance of authenticity.,Neutral
I accept that life is a series of choices.,Neutral
I observe the dynamics of social interactions.,Neutral
I appreciate the value of cooperation.,Neutral
I recognize the significance of self-reflection.,Neutral
I notice the beauty of art in various forms.,Neutral
I reflect on the journey of life.,Neutral
I accept that every moment is a learning opportunity.,Neutral
I observe the interconnectedness of life.,Neutral
I appreciate the comfort of shared experiences.,Neutral
I recognize the role of empathy in understanding.,Neutral
I notice the importance of mental clarity.,Neutral
I reflect on the impact of my thoughts.,Neutral
I accept that life is a continuous process.,Neutral
I observe the beauty in everyday challenges.,Neutral
I appreciate the lessons in every experience.,Neutral
I do not like to eat.,Negative
I do not want to go.,Negative
I do not drink coffee.,Negative
I do not play soccer.,Negative
I do not have a cat.,Negative
I do not own a car.,Negative
I do not watch TV.,Negative
I do not enjoy running.,Negative
I do not listen to jazz.,Negative
I do not cook often.,Negative
I do not work on weekends.,Negative
I do not like cold weather.,Negative
I do not swim well.,Negative
I do not take the bus.,Negative
I do not exercise daily.,Negative
I do not understand Spanish.,Negative
I do not write poems.,Negative
I do not travel frequently.,Negative
I do not sing in public.,Negative
I do not clean my room.,Negative
I do not use a laptop.,Negative
I do not study at night.,Negative
I do not eat spicy food.,Negative
I do not play the guitar.,Negative
I do not like loud music.,Negative
I do not visit museums.,Negative
I do not paint pictures.,Negative
I do not shop online.,Negative
I do not read fiction.,Negative
I do not drive fast.,Negative
I do not drink soda.,Negative
I do not sleep late.,Negative
I do not enjoy hiking.,Negative
I do not take photos.,Negative
I do not own a bike.,Negative
I do not call friends.,Negative
I do not use social media.,Negative
I do not play video games.,Negative
I do not like seafood.,Negative
I do not work out.,Negative
I do not enjoy parties.,Negative
I do not like cats.,Negative
I do not wear hats.,Negative
I do not do yoga.,Negative
I do not like reading.,Negative
I do not make crafts.,Negative
I do not take naps.,Negative
I do not like early mornings.,Negative
I do not eat desserts.,Negative
I do not dance often.,Negative
I do not play chess.,Negative
I do not like snow.,Negative
I do not swim in the ocean.,Negative
I do not wear glasses.,Negative
I do not play poker.,Negative
I do not jog outside.,Negative
I do not bake cakes.,Negative
I do not use headphones.,Negative
I do not drink tea.,Negative
I do not play basketball.,Negative
I do not keep a journal.,Negative
I do not attend concerts.,Negative
I do not work long hours.,Negative
I do not like cooking.,Negative
I do not eat fast food.,Negative
I do not like flowers.,Negative
I do not use makeup.,Negative
I do not drive trucks.,Negative
I do not visit zoos.,Negative
I do not enjoy fishing.,Negative
I do not collect stamps.,Negative
I do not climb mountains.,Negative
I do not watch sports.,Negative
I do not drink wine.,Negative
I do not keep pets.,Negative
I do not shop often.,Negative
I do not build models.,Negative
I do not attend classes.,Negative
I do not use a smartphone.,Negative
I do not like reading comics.,Negative
I do not write stories.,Negative
I do not go to libraries.,Negative
I do not like hot weather.,Negative
I do not play board games.,Negative
I do not do gardening.,Negative
I do not like watching movies.,Negative
I do not enjoy ice skating.,Negative
I do not visit the beach.,Negative
I do not buy flowers.,Negative
I do not use public transport.,Negative
I do not wash dishes.,Negative
I do not vacuum carpets.,Negative
I do not watch horror movies.,Negative
I do not like soda.,Negative
I do not like insects.,Negative
I do not shop for clothes.,Negative
I do not like visiting parks.,Negative
I do not wear watches.,Negative
I do not eat ice cream.,Negative
I do not like riding bikes.,Negative
I do not eat breakfast.,Negative
I do not enjoy jogging.,Negative
I do not wear formal clothes.,Negative
I do not like cleaning.,Negative
I do not like eating alone.,Negative
I do not buy gadgets.,Negative
I do not play tennis.,Negative
I do not like hiking.,Negative
I do not use email often.,Negative
I do not wear sandals.,Negative
I do not eat meat.,Negative
I do not like wearing jeans.,Negative
I do not own a smartphone.,Negative
I do not drink hot drinks.,Negative
I do not write letters.,Negative
I do not use hand lotion.,Negative
I do not eat junk food.,Negative
I do not like walking.,Negative
I do not carry cash.,Negative
I do not read newspapers.,Negative
I do not use umbrellas.,Negative
I do not wear rings.,Negative
I do not like hot chocolate.,Negative
I do not enjoy car rides.,Negative
I do not visit malls.,Negative
I do not own a television.,Negative
I do not like taking selfies.,Negative
I do not enjoy drawing.,Negative
I do not play online games.,Negative
I do not wear belts.,Negative
I do not like team sports.,Negative
I do not eat fruits.,Negative
I do not use backpacks.,Negative
I do not own a tablet.,Negative
I do not like spicy food.,Negative
I do not eat out often.,Negative
I do not like long drives.,Negative
I do not take long walks.,Negative
I do not wear boots.,Negative
I do not use a microwave.,Negative
I do not drink smoothies.,Negative
I do not use a mouse.,Negative
I do not keep a calendar.,Negative
I do not write emails.,Negative
I do not use Bluetooth.,Negative
I do not like soft drinks.,Negative
I do not eat nuts.,Negative
I do not play card games.,Negative
I do not buy souvenirs.,Negative
I do not use a wallet.,Negative
I do not drink cold drinks.,Negative
I do not play trivia games.,Negative
I do not ride trains.,Negative
I do not use USB drives.,Negative
I do not write in notebooks.,Negative
I do not visit bookshops.,Negative
I do not like flowers.,Negative
I do not use sunscreen.,Negative
I do not wear necklaces.,Negative
I do not eat soup.,Negative
I do not like short trips.,Negative
I do not like math.,Negative
I do not read novels.,Negative
I do not attend meetings.,Negative
I do not drink milk.,Negative
I do not eat cheese.,Negative
I do not play darts.,Negative
I do not like loud sounds.,Negative
I do not collect toys.,Negative
I do not write notes.,Negative
I do not eat salads.,Negative
I do not shop at night.,Negative
I do not like roller coasters.,Negative
I do not play badminton.,Negative
I do not write diaries.,Negative
I do not listen to pop music.,Negative
I do not cook at home.,Negative
I do not eat snacks.,Negative
I do not walk to work.,Negative
I do not drink alcohol.,Negative
I do not use air conditioners.,Negative
I do not eat pizza.,Negative
I do not read e-books.,Negative
I do not carry a bag.,Negative
I do not watch anime.,Negative
I do not use headphones.,Negative
I do not buy groceries.,Negative
I do not like museums.,Negative
I do not take selfies.,Negative
I do not enjoy barbecues.,Negative
I do not keep a diary.,Negative
I do not enjoy puzzles.,Negative
I do not like chocolates.,Negative
I do not use pens.,Negative
I do not wear sweaters.,Negative
I do not like sports.,Negative
I do not play piano.,Negative
I do not wear jackets.,Negative
I do not eat candy.,Negative
I do not drink juice.,Negative
I don't like to eat.,Negative
I don't want to go.,Negative
I don't drink coffee.,Negative
I don't play soccer.,Negative
I don't have a cat.,Negative
I don't own a car.,Negative
I don't watch TV.,Negative
I don't enjoy running.,Negative
I don't listen to jazz.,Negative
I don't cook often.,Negative
I don't work on weekends.,Negative
I don't like cold weather.,Negative
I don't swim well.,Negative
I don't take the bus.,Negative
I don't exercise daily.,Negative
I don't understand Spanish.,Negative
I don't write poems.,Negative
I don't travel frequently.,Negative
I don't sing in public.,Negative
I don't clean my room.,Negative
I don't use a laptop.,Negative
I don't study at night.,Negative
I don't eat spicy food.,Negative
I don't play the guitar.,Negative
I don't like loud music.,Negative
I don't visit museums.,Negative
I don't paint pictures.,Negative
I don't shop online.,Negative
I don't read fiction.,Negative
I don't drive fast.,Negative
I don't drink soda.,Negative
I don't sleep late.,Negative
I don't enjoy hiking.,Negative
I don't take photos.,Negative
I don't own a bike.,Negative
I don't call friends.,Negative
I don't use social media.,Negative
I don't play video games.,Negative
I don't like seafood.,Negative
I don't work out.,Negative
I don't enjoy parties.,Negative
I don't like cats.,Negative
I don't wear hats.,Negative
I don't do yoga.,Negative
I don't like reading.,Negative
I don't make crafts.,Negative
I don't take naps.,Negative
I don't like early mornings.,Negative
I don't eat desserts.,Negative
I don't dance often.,Negative
I don't play chess.,Negative
I don't like snow.,Negative
I don't swim in the ocean.,Negative
I don't wear glasses.,Negative
I don't play poker.,Negative
I don't jog outside.,Negative
I don't bake cakes.,Negative
I don't use headphones.,Negative
I don't drink tea.,Negative
I don't play basketball.,Negative
I don't keep a journal.,Negative
I don't attend concerts.,Negative
I don't work long hours.,Negative
I don't like cooking.,Negative
I don't eat fast food.,Negative
I don't like flowers.,Negative
I don't use makeup.,Negative
I don't drive trucks.,Negative
I don't visit zoos.,Negative
I don't enjoy fishing.,Negative
I don't collect stamps.,Negative
I don't climb mountains.,Negative
I don't watch sports.,Negative
I don't drink wine.,Negative
I don't keep pets.,Negative
I don't shop often.,Negative
I don't build models.,Negative
I don't attend classes.,Negative
I don't use a smartphone.,Negative
I don't like reading comics.,Negative
I don't write stories.,Negative
I don't go to libraries.,Negative
I don't like hot weather.,Negative
I don't play board games.,Negative
I don't do gardening.,Negative
I don't like watching movies.,Negative
I don't enjoy ice skating.,Negative
I don't visit the beach.,Negative
I don't buy flowers.,Negative
I don't use public transport.,Negative
I don't wash dishes.,Negative
I don't vacuum carpets.,Negative
I don't watch horror movies.,Negative
I don't like soda.,Negative
I don't like insects.,Negative
I don't shop for clothes.,Negative
I don't like visiting parks.,Negative
I don't wear watches.,Negative
I don't eat ice cream.,Negative
I don't like riding bikes.,Negative
I don't eat breakfast.,Negative
I don't enjoy jogging.,Negative
I don't wear formal clothes.,Negative
I don't like cleaning.,Negative
I don't like eating alone.,Negative
I don't buy gadgets.,Negative
I don't play tennis.,Negative
I don't like hiking.,Negative
I don't use email often.,Negative
I don't wear sandals.,Negative
I don't eat meat.,Negative
I don't like wearing jeans.,Negative
I don't own a smartphone.,Negative
I don't drink hot drinks.,Negative
I don't write letters.,Negative
I don't use hand lotion.,Negative
I don't eat junk food.,Negative
I don't like walking.,Negative
I don't carry cash.,Negative
I don't read newspapers.,Negative
I don't use umbrellas.,Negative
I don't wear rings.,Negative
I don't like hot chocolate.,Negative
I don't enjoy car rides.,Negative
I don't visit malls.,Negative
I don't own a television.,Negative
I don't like taking selfies.,Negative
I don't enjoy drawing.,Negative
I don't play online games.,Negative
I don't wear belts.,Negative
I don't like team sports.,Negative
I don't eat fruits.,Negative
I don't use backpacks.,Negative
I don't own a tablet.,Negative
I don't like spicy food.,Negative
I don't eat out often.,Negative
I don't like long drives.,Negative
I don't take long walks.,Negative
I don't wear boots.,Negative
I don't use a microwave.,Negative
I don't drink smoothies.,Negative
I don't use a mouse.,Negative
I don't keep a calendar.,Negative
I don't write emails.,Negative
I don't use Bluetooth.,Negative
I don't like soft drinks.,Negative
I don't eat nuts.,Negative
I don't play card games.,Negative
I don't buy souvenirs.,Negative
I don't use a wallet.,Negative
I don't drink cold drinks.,Negative
I don't play trivia games.,Negative
I don't ride trains.,Negative
I don't use USB drives.,Negative
I don't write in notebooks.,Negative
I don't visit bookshops.,Negative
I don't like flowers.,Negative
I don't use sunscreen.,Negative
I don't wear necklaces.,Negative
I don't eat soup.,Negative
I don't like short trips.,Negative
I don't like math.,Negative
I don't read novels.,Negative
I don't attend meetings.,Negative
I don't drink milk.,Negative
I don't eat cheese.,Negative
I don't play darts.,Negative
I don't like loud sounds.,Negative
I don't collect toys.,Negative
I don't write notes.,Negative
I don't eat salads.,Negative
I don't shop at night.,Negative
I don't like roller coasters.,Negative
I don't play badminton.,Negative
I don't write diaries.,Negative
I don't listen to pop music.,Negative
I don't cook at home.,Negative
I don't eat snacks.,Negative
I don't walk to work.,Negative
I don't drink alcohol.,Negative
I don't use air conditioners.,Negative
I don't eat pizza.,Negative
I don't read e-books.,Negative
I don't carry a bag.,Negative
I don't watch anime.,Negative
I don't use headphones.,Negative
I don't buy groceries.,Negative
I don't like museums.,Negative
I don't take selfies.,Negative
I don't enjoy barbecues.,Negative
I don't keep a diary.,Negative
I don't enjoy puzzles.,Negative
I don't like chocolates.,Negative
I don't use pens.,Negative
I don't wear sweaters.,Negative
I don't like sports.,Negative
I don't play piano.,Negative
I don't wear jackets.,Negative
I don't eat candy.,Negative
I don't drink juice.,Negative
I dont like to eat.,Negative
I dont want to go.,Negative
I dont drink coffee.,Negative
I dont play soccer.,Negative
I dont have a cat.,Negative
I dont own a car.,Negative
I dont watch TV.,Negative
I dont enjoy running.,Negative
I dont listen to jazz.,Negative
I dont cook often.,Negative
I dont work on weekends.,Negative
I dont like cold weather.,Negative
I dont swim well.,Negative
I dont take the bus.,Negative
I dont exercise daily.,Negative
I dont understand Spanish.,Negative
I dont write poems.,Negative
I dont travel frequently.,Negative
I dont sing in public.,Negative
I dont clean my room.,Negative
I dont use a laptop.,Negative
I dont study at night.,Negative
I dont eat spicy food.,Negative
I dont play the guitar.,Negative
I dont like loud music.,Negative
I dont visit museums.,Negative
I dont paint pictures.,Negative
I dont shop online.,Negative
I dont read fiction.,Negative
I dont drive fast.,Negative
I dont drink soda.,Negative
I dont sleep late.,Negative
I dont enjoy hiking.,Negative
I dont take photos.,Negative
I dont own a bike.,Negative
I dont call friends.,Negative
I dont use social media.,Negative
I dont play video games.,Negative
I dont like seafood.,Negative
I dont work out.,Negative
I dont enjoy parties.,Negative
I dont like cats.,Negative
I dont wear hats.,Negative
I dont do yoga.,Negative
I dont like reading.,Negative
I dont make crafts.,Negative
I dont take naps.,Negative
I dont like early mornings.,Negative
I dont eat desserts.,Negative
I dont dance often.,Negative
I dont play chess.,Negative
I dont like snow.,Negative
I dont swim in the ocean.,Negative
I dont wear glasses.,Negative
I dont play poker.,Negative
I dont jog outside.,Negative
I dont bake cakes.,Negative
I dont use headphones.,Negative
I dont drink tea.,Negative
I dont play basketball.,Negative
I dont keep a journal.,Negative
I dont attend concerts.,Negative
I dont work long hours.,Negative
I dont like cooking.,Negative
I dont eat fast food.,Negative
I dont like flowers.,Negative
I dont use makeup.,Negative
I dont drive trucks.,Negative
I dont visit zoos.,Negative
I dont enjoy fishing.,Negative
I dont collect stamps.,Negative
I dont climb mountains.,Negative
I dont watch sports.,Negative
I dont drink wine.,Negative
I dont keep pets.,Negative
I dont shop often.,Negative
I dont build models.,Negative
I dont attend classes.,Negative
I dont use a smartphone.,Negative
I dont like reading comics.,Negative
I dont write stories.,Negative
I dont go to libraries.,Negative
I dont like hot weather.,Negative
I dont play board games.,Negative
I dont do gardening.,Negative
I dont like watching movies.,Negative
I dont enjoy ice skating.,Negative
I dont visit the beach.,Negative
I dont buy flowers.,Negative
I dont use public transport.,Negative
I dont wash dishes.,Negative
I dont vacuum carpets.,Negative
I dont watch horror movies.,Negative
I dont like soda.,Negative
I dont like insects.,Negative
I dont shop for clothes.,Negative
I dont like visiting parks.,Negative
I dont wear watches.,Negative
I dont eat ice cream.,Negative
I dont like riding bikes.,Negative
I dont eat breakfast.,Negative
I dont enjoy jogging.,Negative
I dont wear formal clothes.,Negative
I dont like cleaning.,Negative
I dont like eating alone.,Negative
I dont buy gadgets.,Negative
I dont play tennis.,Negative
I dont like hiking.,Negative
I dont use email often.,Negative
I dont wear sandals.,Negative
I dont eat meat.,Negative
I dont like wearing jeans.,Negative
I dont own a smartphone.,Negative
I dont drink hot drinks.,Negative
I dont write letters.,Negative
I dont use hand lotion.,Negative
I dont eat junk food.,Negative
I dont like walking.,Negative
I dont carry cash.,Negative
I dont read newspapers.,Negative
I dont use umbrellas.,Negative
I dont wear rings.,Negative
I dont like hot chocolate.,Negative
I dont enjoy car rides.,Negative
I dont visit malls.,Negative
I dont own a television.,Negative
I dont like taking selfies.,Negative
I dont enjoy drawing.,Negative
I dont play online games.,Negative
I dont wear belts.,Negative
I dont like team sports.,Negative
I dont eat fruits.,Negative
I dont use backpacks.,Negative
I dont own a tablet.,Negative
I dont like spicy food.,Negative
I dont eat out often.,Negative
I dont like long drives.,Negative
I dont take long walks.,Negative
I dont wear boots.,Negative
I dont use a microwave.,Negative
I dont drink smoothies.,Negative
I dont use a mouse.,Negative
I dont keep a calendar.,Negative
I dont write emails.,Negative
I dont use Bluetooth.,Negative
I dont like soft drinks.,Negative
I dont eat nuts.,Negative
I dont play card games.,Negative
I dont buy souvenirs.,Negative
I dont use a wallet.,Negative
I dont drink cold drinks.,Negative
I dont play trivia games.,Negative
I dont ride trains.,Negative
I dont use USB drives.,Negative
I dont write in notebooks.,Negative
I dont visit bookshops.,Negative
I dont like flowers.,Negative
I dont use sunscreen.,Negative
I dont wear necklaces.,Negative
I dont eat soup.,Negative
I dont like short trips.,Negative
I dont like math.,Negative
I dont read novels.,Negative
I dont attend meetings.,Negative
I dont drink milk.,Negative
I dont eat cheese.,Negative
I dont play darts.,Negative
I dont like loud sounds.,Negative
I dont collect toys.,Negative
I dont write notes.,Negative
I dont eat salads.,Negative
I dont shop at night.,Negative
I dont like roller coasters.,Negative
I dont play badminton.,Negative
I dont write diaries.,Negative
I dont listen to pop music.,Negative
I dont cook at home.,Negative
I dont eat snacks.,Negative
I dont walk to work.,Negative
I dont drink alcohol.,Negative
I dont use air conditioners.,Negative
I dont eat pizza.,Negative
I dont read e-books.,Negative
I dont carry a bag.,Negative
I dont watch anime.,Negative
I dont use headphones.,Negative
I dont buy groceries.,Negative
I dont like museums.,Negative
I dont take selfies.,Negative
I dont enjoy barbecues.,Negative
I dont keep a diary.,Negative
I dont enjoy puzzles.,Negative
I dont like chocolates.,Negative
I dont use pens.,Negative
I dont wear sweaters.,Negative
I dont like sports.,Negative
I dont play piano.,Negative
I dont wear jackets.,Negative
I dont eat candy.,Negative
I dont drink juice.,Negative
It was a sad day when she had to say goodbye.,Negative
The movie's ending was unexpectedly sad.,Negative
He looked sad as he stared out the window.,Negative
She wrote a sad poem about love lost.,Negative
The news of the tragedy left everyone sad.,Negative
It's sad to see how things turned out.,Negative
A sad melody played softly in the background.,Negative
They shared a sad moment of reflection.,Negative
"His eyes had a sad, distant look.",Negative
The story of the abandoned puppy was so sad.,Negative
I feel sad when it rains all day.,Negative
It was a sad farewell as they parted ways.,Negative
Her voice trembled with a sad tone.,Negative
It's sad that they couldn't work things out.,Negative
The letter she received was full of sad news.,Negative
His sad expression told her everything.,Negative
A sad silence filled the room after the announcement.,Negative
They tried to comfort their sad friend.,Negative
It's sad to see the old house abandoned.,Negative
The sad truth was finally revealed.,Negative
He painted a sad picture of a lonely figure.,Negative
A sad story often makes the best novels.,Negative
The child's sad eyes begged for kindness.,Negative
She let out a sad sigh as she turned away.,Negative
The sad tale of the shipwreck haunted them.,Negative
It's sad how quickly time flies by.,Negative
The sad melody stayed with him all day.,Negative
He shared a sad memory from his childhood.,Negative
Their breakup left her feeling incredibly sad.,Negative
The funeral was a deeply sad occasion.,Negative
It's sad to think about what could have been.,Negative
A sad goodbye is never easy.,Negative
Her sad smile hid the pain inside.,Negative
It's sad when friendships drift apart.,Negative
The painting captured a deeply sad emotion.,Negative
He felt sad as he walked through the empty halls.,Negative
The book had a sad but meaningful ending.,Negative
They sang a sad song to remember him.,Negative
The loss of the old tree made the village sad.,Negative
A sad moment can bring people closer together.,Negative
He wrote a sad letter to express his feelings.,Negative
It's sad how people sometimes forget their dreams.,Negative
A sad rain fell as they buried the time capsule.,Negative
The sad movie brought tears to her eyes.,Negative
She felt sad looking at her childhood photos.,Negative
The sad news spread quickly through the town.,Negative
It's sad to see the park so empty.,Negative
His sad laugh hinted at deeper struggles.,Negative
They shared a sad look as the train departed.,Negative
The sad reality of the situation hit them hard.,Negative
A sad breeze rustled through the cemetery.,Negative
The artist painted a sad sunset over the ocean.,Negative
It's sad when people give up on love.,Negative
The sad silence after the argument was deafening.,Negative
She wrote a sad entry in her diary that night.,Negative
The sad memory surfaced without warning.,Negative
He felt a sad emptiness after the loss.,Negative
